event_id,name,url,image_url,date,time,status,segment,genre,subgenre,venue_name,venue_city,venue_address,venue_lat,venue_lon,day_of_week,month_name,month_num,year,hour
Z698xZq2Z1k467VA-,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/547134161,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-06,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Wednesday,May,5,2026,18
Z698xZq2Z16vr4Q_PA,Fotbollsmorgon Live – Avsnitt 1000,https://www.ticketmaster.se/event/fotbollsmorgon-live--avsnitt-1000-biljetter/1795699945,https://s1.ticketm.net/dam/a/95a/db329281-06fa-470d-960f-59ada671795a_RETINA_PORTRAIT_3_2.jpg,2026-05-06,19:30,onsale,Sports,Miscellaneous,Miscellaneous,Rival,Stockholm,Mariatorget 3,59.31816,18.06364,Wednesday,May,5,2026,19
Z698xZq2Z1kxkA34x,ACCEPT - Half a century of metal 1976-2026,https://www.ticketmaster.se/event/accept-half-a-century-of-metal-1976-2026-biljetter/886152562,https://s1.ticketm.net/dam/a/783/4cfb9db7-9c03-4775-8265-464498447783_RECOMENDATION_16_9.jpg,2026-05-06,19:30,onsale,Music,Rock,Hard Rock,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Wednesday,May,5,2026,19
Z698xZq2Z16vZ88Ibk,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1010428606,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-07,18:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Thursday,May,5,2026,18
Z698xZq2Z1k8e8s-z,MÖJLIGHETER - en föreställning med BA Prepare ,https://www.ticketmaster.se/event/mojligheter-en-forestallning-med-ba-prepare-biljetter/402431878,https://s1.ticketm.net/dam/e/7ad/4bf5de6f-c3ff-4843-a034-28bca4ace7ad_RETINA_PORTRAIT_16_9.jpg,2026-05-07,18:00,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Thursday,May,5,2026,18
Z698xZq2Z1k7tfavE,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/129509067,https://s1.ticketm.net/dam/e/56a/29c10fef-e8c6-410d-989b-c2f77876556a_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-07,18:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Thursday,May,5,2026,18
Z698xZq2Z1k3f-vGs,Courtney May Robertson - HUNTER,https://www.ticketmaster.se/event/courtney-may-robertson-hunter-biljetter/494841331,https://s1.ticketm.net/dam/a/ee0/adb73b12-dc58-4098-9d99-d87bb8a54ee0_TABLET_LANDSCAPE_3_2.jpg,2026-05-07,19:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Thursday,May,5,2026,19
Z698xZq2Z1A6v8oz,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/7050478,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-07,19:30,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Thursday,May,5,2026,19
Z698xZq2Z1AFOzuM,MÖJLIGHETER - en föreställning med BA Prepare ,https://www.ticketmaster.se/event/mojligheter-en-forestallning-med-ba-prepare-biljetter/8838377,https://s1.ticketm.net/dam/e/6ce/3c9e5729-3d4e-494c-b2d1-cf9b755376ce_CUSTOM.jpg,2026-05-07,19:30,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Thursday,May,5,2026,19
Z698xZq2Z1k7Vx4_A,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/134895645,https://s1.ticketm.net/dam/e/638/2308a370-2d24-44ae-896d-35cdbbda8638_TABLET_LANDSCAPE_3_2.jpg,2026-05-07,19:30,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Thursday,May,5,2026,19
Z698xZq2Z16vakZg-y,Björn Säfsten - Haunted desires,https://www.ticketmaster.se/event/bjorn-safsten-hemsokt-atra-biljetter/1246035879,https://s1.ticketm.net/dam/a/917/22132fa2-32a8-48f0-9565-6801e75ab917_RETINA_PORTRAIT_3_2.jpg,2026-05-07,21:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Thursday,May,5,2026,21
Z698xZq2Z16vG8qZb3,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1310740612,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-08,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Friday,May,5,2026,18
Z698xZq2Z1k8wo9Pb,MÖJLIGHETER - en föreställning med BA Prepare ,https://www.ticketmaster.se/event/mojligheter-en-forestallning-med-ba-prepare-biljetter/432457958,https://s1.ticketm.net/dam/e/821/dbd9ca79-a32e-4f2e-970e-40c9f20c4821_RETINA_PORTRAIT_3_2.jpg,2026-05-08,18:00,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Friday,May,5,2026,18
Z698xZq2Z1k7kb7uU,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/106604376,https://s1.ticketm.net/dam/e/932/cdc6d36c-820e-4258-9165-fb87cd762932_RETINA_PORTRAIT_16_9.jpg,2026-05-08,18:30,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Friday,May,5,2026,18
Z698xZq2Z16vO9bfvK, Allhelgonaserien: Efia Abu - Roots reggae och soul på skånska,https://www.ticketmaster.se/event/-allhelgonaserien-efia-abu-roots-reggae-och-soul-pa-skanska-biljetter/1817614053,https://s1.ticketm.net/dam/a/c23/43c3d863-3ce7-4868-973f-009502841c23_TABLET_LANDSCAPE_16_9.jpg,2026-05-08,19:00,onsale,Music,Reggae,Reggae,Allhelgonakyrkan,Stockholm,Helgalunden 9,59.30982,18.07379,Friday,May,5,2026,19
Z698xZq2Z1ku6ZMfN,Courtney May Robertson - HUNTER,https://www.ticketmaster.se/event/courtney-may-robertson-hunter-biljetter/347037523,https://s1.ticketm.net/dam/a/ee0/adb73b12-dc58-4098-9d99-d87bb8a54ee0_TABLET_LANDSCAPE_3_2.jpg,2026-05-08,19:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Friday,May,5,2026,19
Z698xZq2Z16vad_Kb_,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1243653619,https://s1.ticketm.net/dam/e/75a/c10288f9-4e7a-40f4-badd-96104994275a_RETINA_LANDSCAPE_16_9.jpg,2026-05-08,19:30,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Friday,May,5,2026,19
Z698xZq2Z1AgqVj-,MÖJLIGHETER - en föreställning med BA Prepare ,https://www.ticketmaster.se/event/mojligheter-en-forestallning-med-ba-prepare-biljetter/35774721,https://s1.ticketm.net/dam/e/b8e/9e6ac8c1-beab-4827-8f9f-bff37447bb8e_CUSTOM.jpg,2026-05-08,19:30,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Friday,May,5,2026,19
Z698xZq2Z1k36ke7F,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/487182108,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-08,19:30,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Friday,May,5,2026,19
Z698xZq2Z16vAZ8kZS,MAFFIA COMEDY SUPERWEEKEND med Malin Appeltofft m.fl,https://www.ticketmaster.se/event/maffia-comedy-superweekend-med-malin-appeltofft-mfl-biljetter/1140406033,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg,2026-05-08,20:00,onsale,Arts & Theatre,Comedy,Comedy,Clarion Hotel Sign,Stockholm, Östra Järnvägsgatan 35,59.99333,18.89062,Friday,May,5,2026,20
Z698xZq2Z16v_Erdvx,Björn Säfsten - Haunted desires,https://www.ticketmaster.se/event/bjorn-safsten-hemsokt-atra-biljetter/1667783062,https://s1.ticketm.net/dam/a/917/22132fa2-32a8-48f0-9565-6801e75ab917_RETINA_PORTRAIT_3_2.jpg,2026-05-08,21:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Studioscen,Stockholm,Barnhusgatan 12-14,59.33623,18.05644,Friday,May,5,2026,21
Z698xZq2Z16evF4fPo,Stadsvandring med Christopher O'Regan - Grändernas hemligheter,https://www.ticketmaster.se/event/stadsvandring-med-christopher-oregan-grandernas-hemligheter-biljetter/2048554951,https://s1.ticketm.net/dam/a/506/784570b2-0a86-4a75-8af4-bed7018b7506_CUSTOM.jpg,2026-05-09,11:00,onsale,Miscellaneous,Family,Other,Gamla stan,Stockholm,Slottsbacken,59.3266,18.0709,Saturday,May,5,2026,11
Z698xZq2Z16v4YaxoP,Vårkonsert med Caroline af Ugglas Kör för alla,https://www.ticketmaster.se/event/varkonsert-med-caroline-af-ugglas-kor-for-alla-biljetter/1570262465,https://s1.ticketm.net/dam/e/9a0/914ddd1c-aeb3-4c38-8bcb-9d12fadd29a0_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-09,13:00,onsale,Music,Classical,Classical/Vocal,Filadelfia Convention Center,Stockholm,Rörstrandsgatan 5,59.33948,18.03484,Saturday,May,5,2026,13
Z698xZq2Z1kQ9_Za4,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/697640255,https://s1.ticketm.net/dam/e/f4d/f1fc39aa-a21e-4ae9-9e93-ebc51228ef4d_RETINA_PORTRAIT_3_2.jpg,2026-05-09,13:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Saturday,May,5,2026,13
Z698xZq2Z1kGfq_At,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/314759169,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-09,15:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Saturday,May,5,2026,15
Z698xZq2Z16vF_bwCe,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1219632382,https://s1.ticketm.net/dam/e/c20/72ea58c3-6fb2-4a60-a4b8-1def8d026c20_EVENT_DETAIL_PAGE_16_9.jpg,2026-05-09,16:00,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Saturday,May,5,2026,16
Z698xZq2Z1k_AotO3,Vårkonsert med Caroline af Ugglas Kör för alla,https://www.ticketmaster.se/event/varkonsert-med-caroline-af-ugglas-kor-for-alla-biljetter/645469812,https://s1.ticketm.net/dam/e/150/2252e38f-1629-43b2-a2af-9477c87bd150_RECOMENDATION_16_9.jpg,2026-05-09,16:30,onsale,Music,Classical,Classical/Vocal,Filadelfia Convention Center,Stockholm,Rörstrandsgatan 5,59.33948,18.03484,Saturday,May,5,2026,16
Z698xZq2Z16v8x89Gk,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1422417306,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-09,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Saturday,May,5,2026,18
Z698xZq2Z16vAsAokv,ur Bachs solopartitor för klaver med Bengt Forsberg,https://www.ticketmaster.se/event/ur-bachs-solopartitor-for-klaver-med-bengt-forsberg-biljetter/1171151181,https://s1.ticketm.net/dam/a/c23/43c3d863-3ce7-4868-973f-009502841c23_TABLET_LANDSCAPE_16_9.jpg,2026-05-09,18:00,onsale,Arts & Theatre,Classical,Classical/Vocal,Allhelgonakyrkan,Stockholm,Helgalunden 9,59.30982,18.07379,Saturday,May,5,2026,18
Z698xZq2Z16ee8_p_g,Scenkursföreställning v.19 – Beyond the Screen,https://www.ticketmaster.se/event/scenkursforestallning-v19--beyond-the-screen-biljetter/2090656675,https://s1.ticketm.net/dam/e/223/391ea978-6c16-4566-af69-08881fb5c223_RETINA_PORTRAIT_3_2.jpg,2026-05-09,19:00,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Saturday,May,5,2026,19
Z698xZq2Z16v1dv0bP,Hasse Brontén - Daddy Deluxe,https://www.ticketmaster.se/event/hasse-bronten-daddy-deluxe-biljetter/1283064625,https://s1.ticketm.net/dam/a/5c2/51a1b099-654f-44bd-9641-641fd1cf85c2_RECOMENDATION_16_9.jpg,2026-05-09,19:00,onsale,Arts & Theatre,Comedy,Comedy,Bio Skandia,Stockholm,Drottninggatan 82,59.33544,18.05998,Saturday,May,5,2026,19
Z698xZq2Z16vb4pvFx,Bo Kaspers Orkester - Il magnifico,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1615581222,https://s1.ticketm.net/dam/e/486/aa29958f-e440-4329-b2d4-d8b774e23486_RETINA_LANDSCAPE_16_9.jpg,2026-05-09,19:30,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Saturday,May,5,2026,19
Z698xZq2Z1k1pG7vt,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/296304069,https://s1.ticketm.net/dam/e/039/434ccb88-f19e-472b-b738-df62b617f039_TABLET_LANDSCAPE_16_9.jpg,2026-05-09,19:30,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Saturday,May,5,2026,19
Z698xZq2Z1k78aapF,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/110249588,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-09,19:30,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Saturday,May,5,2026,19
Z698xZq2Z1kaoCf4t,Bongos Bingo Sverigepremiär,https://www.ticketmaster.se/event/bongos-bingo-sverigepremiar-biljetter/251394569,https://s1.ticketm.net/dam/a/a75/1c1ecd26-df8b-4eba-890e-19d74f03da75_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-09,20:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Münchenbryggeriet,Stockholm,Torkel Knutssons Gatan 2,59.32068,18.05617,Saturday,May,5,2026,20
Z698xZq2Z1kfs_xqE,MAFFIA COMEDY SUPERWEEKEND med Malin Appeltofft m.fl,https://www.ticketmaster.se/event/maffia-comedy-superweekend-med-malin-appeltofft-mfl-biljetter/531662767,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg,2026-05-09,20:00,onsale,Arts & Theatre,Comedy,Comedy,Clarion Hotel Sign,Stockholm, Östra Järnvägsgatan 35,59.99333,18.89062,Saturday,May,5,2026,20
Z698xZq2Z16vjePY34,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1702970495,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-10,15:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Sunday,May,5,2026,15
Z698xZq2Z1koVC7jV,Scenkursföreställning v.19 – Beyond the Screen,https://www.ticketmaster.se/event/scenkursforestallning-v19--beyond-the-screen-biljetter/474384734,https://s1.ticketm.net/dam/e/c52/9c7807c7-df2c-4c52-a74d-36c41a063c52_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-10,16:00,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Sunday,May,5,2026,16
Z698xZq2Z1k1KPKjK,Scenkursföreställning v.19 – Beyond the Screen,https://www.ticketmaster.se/event/scenkursforestallning-v19--beyond-the-screen-biljetter/293953713,https://s1.ticketm.net/dam/e/9bb/4468aa21-257f-40e5-87e7-73460b8cd9bb_RETINA_LANDSCAPE_16_9.jpg,2026-05-10,17:30,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Sunday,May,5,2026,17
Z698xZq2Z1kv7bf8E,Scenkursföreställning v.19 – Beyond the Screen,https://www.ticketmaster.se/event/scenkursforestallning-v19--beyond-the-screen-biljetter/44614427,https://s1.ticketm.net/dam/e/da4/cfc8792e-a380-4598-b7d9-231f3f54cda4_ARTIST_PAGE_3_2.jpg,2026-05-10,19:00,onsale,Arts & Theatre,Dance,Dance,Scen Studio Fyra,Stockholm,Birger Jarlsgatan 70,59.34322,18.06386,Sunday,May,5,2026,19
Z698xZq2Z1ku0Qkef,THE COMMONERS,https://www.ticketmaster.se/event/the-commoners-biljetter/364686094,https://s1.ticketm.net/dam/c/fbc/b293c0ad-c904-4215-bc59-8d7f2414dfbc_106141_TABLET_LANDSCAPE_3_2.jpg,2026-05-10,00:00,onsale,Miscellaneous,Family,Other,Debaser Nova,Stockholm,Hornstulls strand,59.31366,18.03503,Sunday,May,5,2026,0
LvZ18QQLytq1mEYZYZbca,Rhône in White 2026 – Vårens vitaste vinupplevelse!,https://www.universe.com/events/rhone-in-white-2026-varens-vitaste-vinupplevelse-tickets-Q4PSBC?ref=ticketmaster,"https://images.universe.com/0d54b243-ce35-43d8-b003-a9cb870a9df8/-/resize/1200x/-/crop/1079x1079/64,438/-/format/jpeg/-/scale_crop/305x203/center/-/progressive/yes/-/inline/yes/",2026-05-11,17:00,onsale,Miscellaneous,Food & Drink,Food & Drink,Moderna museet,Stockholm,Exercisplan 4,59.32592,18.08413,Monday,May,5,2026,17
Z698xZq2Z16vvy-0qb,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1079864758,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-12,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Tuesday,May,5,2026,18
Z698xZq2Z16v0eqgFA,Forever Jackson,https://www.ticketmaster.se/event/forever-jackson-biljetter/1902775205,https://s1.ticketm.net/dam/e/f37/83777178-c840-4279-a298-281eb0ff4f37_ARTIST_PAGE_3_2.jpg,2026-05-12,19:30,onsale,Music,Rock,Pop,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Tuesday,May,5,2026,19
Z698xZq2Z16vFJFtbN,Wet Mess - TESTO,https://www.ticketmaster.se/event/wet-mess-testo-biljetter/1226229623,https://s1.ticketm.net/dam/e/607/cd69a173-8be1-47ac-90fe-8b5276fde607_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-12,20:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Tuesday,May,5,2026,20
Z698xZq2Z1AN7tA-,Wet Mess - TESTO,https://www.ticketmaster.se/event/wet-mess-testo-biljetter/23129161,https://s1.ticketm.net/dam/e/569/77cab6f2-c5c6-46a8-8aed-7e72553ee569_SOURCE,2026-05-13,20:00,onsale,Arts & Theatre,Dance,Dance,Dansens Hus Blackbox,Stockholm,Barnhusgatan 12-14,59.33233,18.06293,Wednesday,May,5,2026,20
Z698xZq2Z1kaoebq6,Sasha Velour - Travesty,https://www.ticketmaster.se/event/sasha-velour-travesty-biljetter/251098747,https://s1.ticketm.net/dam/e/f42/dbfba9e1-23fe-4c84-b904-1e776a906f42_RETINA_PORTRAIT_3_2.jpg,2026-05-13,20:00,onsale,Arts & Theatre,Spectacular,Spectacular,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Wednesday,May,5,2026,20
Z698xZq2Z16v7Yvs0U,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1130071936,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-14,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Thursday,May,5,2026,18
Z698xZq2Z1kaO8z8Y,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/260438430,https://s1.ticketm.net/dam/e/6d7/0fd6f6c6-d3b4-419b-bda9-5893a07896d7_TABLET_LANDSCAPE_16_9.jpg,2026-05-14,18:30,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Thursday,May,5,2026,18
Z698xZq2Z16vp4jz_V,ALOK,https://www.ticketmaster.se/event/alok-biljetter/1595738674,https://s1.ticketm.net/dam/e/5e2/02813b34-b6fe-4c5a-924b-32a9b0c715e2_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-14,19:00,onsale,Arts & Theatre,Comedy,Comedy,Nya Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32458,18.0997,Thursday,May,5,2026,19
Z698xZq2Z16vxF7dqM,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1888103777,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-14,19:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Thursday,May,5,2026,19
Z698xZq2Z1kG8qPos,Svartklubben - Mat & Musik i Mörker,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/310765471,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg,2026-05-15,18:00,onsale,Miscellaneous,Food & Drink,Restaurant,Svartklubben,Stockholm,Södermannagatan 27,59.31209,18.08133,Friday,May,5,2026,18
Z698xZq2Z16vGFGxo9,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1308322457,https://s1.ticketm.net/dam/e/670/9a5167a0-92f9-4ccb-9a2a-c4c49e788670_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-15,18:30,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Friday,May,5,2026,18
Z698xZq2Z16vx6bdug,Pjäsen som går åt helvete,https://www.ticketmaster.se/event/pjasen-som-gar-at-helvete-biljetter/1887603375,https://s1.ticketm.net/dam/a/cea/31ae467b-1370-43cf-b452-35e3bd5decea_RECOMENDATION_16_9.jpg,2026-05-15,19:30,onsale,Arts & Theatre,Comedy,Comedy,Göta Lejon,Stockholm,Götgatan 55,59.31378,18.07384,Friday,May,5,2026,19
Z698xZq2Z1k7Sb6oO,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/133607460,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-15,19:30,onsale,Arts & Theatre,Theatre,Musical,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Friday,May,5,2026,19
Z698xZq2Z16vGSe4OZ,MAFFIA COMEDY SUPERWEEKEND med Jonathan Rollins m.fl,https://www.ticketmaster.se/event/maffia-comedy-superweekend-med-jonathan-rollins-mfl-biljetter/1333095800,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg,2026-05-15,20:00,onsale,Arts & Theatre,Comedy,Comedy,Clarion Hotel Sign,Stockholm, Östra Järnvägsgatan 35,59.99333,18.89062,Friday,May,5,2026,20
Z698xZq2Z16vPMowr3,Comedy Store,https://www.ticketmaster.se/event/comedy-store-biljetter/1977472792,https://s1.ticketm.net/dam/a/c84/3cbb4874-e6ce-493e-9b2e-98d7b6bf0c84_RETINA_PORTRAIT_3_2.jpg,2026-05-15,20:00,onsale,Arts & Theatre,Comedy,Comedy,The Laugh House på Scandic Klara,Stockholm,Slöjdgatan 7,59.33397,18.06195,Friday,May,5,2026,20
Z698xZq2Z1k7Yj04_,Stadsvandring med Christopher O'Regan - Grändernas hemligheter,https://www.ticketmaster.se/event/stadsvandring-med-christopher-oregan-grandernas-hemligheter-biljetter/130724559,https://s1.ticketm.net/dam/a/506/784570b2-0a86-4a75-8af4-bed7018b7506_CUSTOM.jpg,2026-05-16,11:00,onsale,Miscellaneous,Family,Other,Gamla stan,Stockholm,Slottsbacken,59.3266,18.0709,Saturday,May,5,2026,11
Z698xZq2Z16evo4U_p,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/2051576656,https://s1.ticketm.net/dam/a/08d/3e62af05-2974-4fea-836f-c0c75ed0008d_RETINA_LANDSCAPE_16_9.jpg,2026-05-16,13:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,Saturday,May,5,2026,13
Z698xZq2Z16v14jJZy,& Julia,https://www.ticketmaster.se/event/-julia-biljetter/1295726039,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg,2026-05-16,15:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Cirkus,Stockholm,Djurgårdsslätten 43-45,59.32457,18.09969,Saturday,May,5,2026,15
